datetime_hour,datetime_minute,CurrLineA,CurrLineB,CurrLineC,Current,Hz,PF,VoltPhAB,VoltPhAC,VoltPhAN,VoltPhBC,VoltPhBN,VoltPhCN,Voltage,kVA,kVAR,kW,52_1_status,89_b1_status,89_l1_status,avr_status,clr_emergency_down_ramp_rate,clr_emergency_up_ramp_rate,clr_load_resource_low_maximum_power_consumption_lsl,clr_load_resource_maximum_power_consumption_hsl,clr_net_load_mw,clr_normal_down_ramp_rate,clr_normal_up_ramp_rate,clr_scheduled_power_consumption,clr_scheduled_power_consumption_2hr,gen_base_point,gen_bess_load_mvar,gen_bess_load_mw,gen_emergency_down_ramp_rate,gen_emergency_up_ramp_rate,gen_gross_mvar,gen_gross_mw,gen_hsl,gen_kvm_voltage,gen_kvt_voltage_target,gen_line_flows_mvar,gen_line_flows_mw,gen_maximum_operating_charge_power_limit,gen_maximum_operating_state_of_charge,gen_minimum_operating_discharge_power_limit,gen_minimum_operating_state_of_charge,gen_net_mvar,gen_net_mw,gen_normal_down_ramp_rate,gen_normal_up_ramp_rate,gen_plant_auxiliary_load_mvar,gen_plant_auxiliary_load_mw,gen_sc_status,gen_state_of_charge,gen_transformer_flows_mvar,gen_transformer_flows_mw,gen_virtual_breaker_status,gen_voltage,rtac_lmp,load1_ssvt_mvar,load1_ssvt_mw,pss,xfmr_high_side_v,xfmr_low_side_v,ActiveMaxP,ActiveMinP,AllowedMaxP,AllowedMaxQ,AllowedMinP,AllowedMinQ,AvgHumidity,BESSkW,ChgkWh,DChgkWh,DchgMWh,Disable_FFR,Disable_FFR_Fractal,Disable_FrequencyResponse,Disable_FrequencyResponse_Fractal,Disable_PCorrection,Disable_PCorrection_Fractal,Disable_PFollowRamped,Disable_PFollowRamped_Fractal,Disable_QCorrection,Disable_QCorrection_Fractal,Disable_QFollow,Disable_QFollow_Fractal,Disable_VoltageResponse,Disable_VoltageResponse_Fractal,HSCONTROLAGC,HSCONTROLP,HSCONTROLPMeasured,HSCONTROLQ,HSCONTROLQMeasured,HSCONTROLV,HSCONTROLf,MaxAmbT,MaxCellT,MaxSOC,MinAmbT,MinCellT,MinSOC,NomkWh,PCS_P,PCS_PFrequencyResponse,PCS_PPCorrection,PCS_PPFollowRamped,PCS_PPlantLimiter,PCS_PQCorrection,PCS_PQFollow,PCS_PVoltageResponse,PCS_Q,PCS_QFrequencyResponse,PCS_QPCorrection,PCS_QPFollowRamped,PCS_QPlantLimiter,PCS_QQCorrection,PCS_QQFollow,PCS_QVoltageResponse,Pset,Qset,RTAC_P,RTAC_Q,SOC,UnitOnline_SOC_Avg,UnitTotal_SOC_Avg,UnitsOnline,site_lmp,racks_online,Application,ChaSt,LocRemCtl,Mode,Status,temperature,RTAC_KWH,Charge_KWH,Discharge_KWH,Rack_Availability,Unit_Availability,Power_Availability
2025-04-28 19:00:00,2025-04-28 19:50:00,22.768620204925536,26.475964546203613,25.93156623840332,25.65488691329956,60.01714153289795,0.02287285000202246,357.58057963053386,354.18677317301433,206.2898099263509,354.408464050293,205.60376510620117,203.662212117513,355.3937301635742,15393.330159505209,15373.132666015625,-361.1424224853516,1.0,1.0,1.0,1.0,600.0,600.0,0.0,-74635.15,629.8714101155599,600.0,600.0,629.8714101155599,0.0,0.0,0.0,629.8714101155599,600.0,600.0,15891.544677734375,28.526424630482992,70635.11666666667,355417.2,356000.0,15598.778694661458,-369.3388514200846,-74635.05,162005.70260416667,70635.05,162005.70260416667,15372.109114583332,160.73868052164713,600.0,600.0,60.13448295593262,-306.73389689127606,1.0,68085.00052083333,15608.571549479168,-398.41710764567057,1.0,357.5803716023763,12.333333333333334,0.0,0.0,0.0,357.5842880249023,34.71846981048584,70635.53333333334,-74635.53333333334,104000.0,67000.0,-100000.0,-67000.0,0.0,-584.5000054677328,93920.56888020833,68085.13177083334,114.42264658610026,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-138.0055259426435,-1129.334243774414,16387.579931640626,14654.413655598959,355.39466298421223,60.01921507517497,0.0,45.099998474121094,95.5999984741211,0.0,0.0,0.0,162005.68177083333,-150.21413133939106,-390.33789609273276,263.78564188430704,,0.0,,,,16398.553385416668,,,,0.0,962.3691019694011,,15407.38291015625,0.0,0.0,0.0,0.0,40.650001525878906,40.650001525878906,30.286666870117188,20.0,13.0,476.0,None,RunPQ,Auto,Auto,RunPQ,26.2,0.0,0.0,0.0,87.5,100.0,70.63553333333334
2025-04-28 19:00:00,2025-04-28 19:51:00,23.453231716156004,27.047781626383465,26.49935925801595,25.519678179423014,60.01615104675293,0.016133316761503615,357.5462961832682,354.17378997802734,206.2640385945638,354.3759368896484,205.58653361002604,203.65940602620444,355.3675735473633,15769.08876953125,15754.727018229167,-228.36499786376953,1.0,1.0,1.0,1.0,600.0,600.0,0.0,-74637.53333333334,517.0341822306315,600.0,600.0,517.0341822306315,0.0,0.0,0.0,434.28235727945963,600.0,600.0,16303.556461588541,31.380330165227253,70637.65,355372.1,356000.0,16020.8021484375,-281.296701558431,-74637.61666666667,162007.53385416666,70637.61666666667,162007.53385416666,15756.551578776041,166.03418706258137,600.0,600.0,59.910383987426755,-308.822905476888,1.0,68090.78658854167,16009.13759765625,-284.30443471272787,1.0,357.5529149373372,13.0,0.0,0.0,0.0,357.54905802408854,34.735816701253256,70637.45,-74637.45,104000.0,67000.0,-100000.0,-67000.0,0.0,-400.31166661580403,93916.694921875,68090.859765625,114.42833862304687,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-45.92467627127965,-858.1913292566935,17022.0640625,14872.693782552084,355.3680201212565,60.01787274678548,0.0,45.099998474121094,95.5999984741211,0.0,0.0,0.0,162007.57135416666,-8.345892842610677,-327.7982609430949,167.17968861262003,,15.877793232599894,,,,17023.427294921876,,,,0.0,1204.1933898925781,,15833.622819010418,0.0,0.0,0.0,0.0,40.650001525878906,40.650001525878906,30.286666870117188,20.0,13.0,476.0,None,RunPQ,Auto,Auto,RunPQ,26.2,0.0,0.0,0.0,87.5,100.0,70.63745
2025-04-28 19:00:00,2025-04-28 19:52:00,26.15730921427409,29.719953282674155,29.18143631617228,28.20410261154175,60.015806134541826,0.01122066675646541,357.4989690144857,354.09297637939454,206.23308715820312,354.2677993774414,205.54980799357097,203.59026692708332,355.28658192952474,17420.350911458332,17412.588704427082,-201.40484491984049,1.0,1.0,1.0,1.0,600.0,600.0,0.0,-74641.53333333334,366.3525230407715,600.0,600.0,366.3525230407715,0.0,0.0,0.0,380.22364095052086,600.0,600.0,18079.97392578125,8.950801014900208,70641.53333333334,355348.15,356000.0,17554.551985677084,66.04659099578858,-74641.53333333334,162007.90677083333,70641.53333333334,162007.90677083333,17398.08935546875,50.708584022521975,600.0,600.0,59.49758319854736,-309.45113881429035,1.0,68093.55442708333,17560.755598958334,53.60368569691976,1.0,357.4884806315104,13.0,0.0,0.0,0.0,357.4928522745768,34.76153748830159,70641.6,-74641.6,104000.0,67000.0,-100000.0,-67000.0,0.0,-409.57999928792316,93914.381640625,68093.53645833333,114.43094647725424,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-63.76464036305745,-1214.2847123463948,19561.7662109375,17041.062353515626,355.27486317952474,60.017697143554685,0.0,45.099998474121094,95.5999984741211,0.0,0.0,0.0,162007.9265625,-12.210633103052775,-223.81657867431642,146.04202982584636,,82.64222615559896,0.0,0.0,0.0,19547.766634114585,0.0,0.0,0.0,0.0,2179.4303365071614,0.0,17414.50166015625,0.0,0.0,0.0,0.0,40.65275001525879,40.65275001525879,30.288500595092774,20.0,13.0,476.0,None,RunPQ,Auto,Auto,RunPQ,26.2,0.0,0.0,0.0,87.5,100.0,70.64160000000001
2025-04-28 19:00:00,2025-04-28 19:53:00,26.478047688802082,30.08955971399943,29.449934482574463,28.364988962809246,60.015978495279946,0.014538200028861562,357.47748209635415,354.0623285929362,206.20907440185547,354.2830495198568,205.5459124247233,203.59702911376954,355.27547861735025,17614.815397135415,17601.933658854166,-312.87647806803386,1.0,1.0,1.0,1.0,600.0,600.0,0.0,-74639.78333333334,470.02809041341146,600.0,600.0,470.02809041341146,0.0,0.0,0.0,525.5125620524088,600.0,600.0,18334.776497395833,26.93783623377482,70639.78333333334,355255.8,356000.0,17790.408430989584,-108.65163039366404,-74639.78333333334,162006.8234375,70639.78333333334,162006.8234375,17673.43505859375,117.64854024251302,600.0,600.0,59.898184521993,-305.9237553914388,1.0,68096.24127604166,17850.034016927082,-159.12875289122263,1.0,357.47730458577473,13.0,0.0,0.0,0.0,357.4762807210287,34.6283837000529,70639.75,-74639.75,104000.0,67000.0,-100000.0,-67000.0,0.0,-460.75999987920125,93910.45026041666,68096.30247395833,114.4336722056071,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.01011848449707,-1124.7819894631705,19457.364192708334,17031.362906901042,355.2773249308268,60.01776917775472,0.0,45.099998474121094,95.5999984741211,0.0,0.0,0.0,162006.76276041666,46.837366835276285,-235.6547711690267,292.4833813985189,0.0,0.0,0.0,0.0,0.0,19472.402897135416,0.0,0.0,0.0,0.0,1790.96064453125,0.0,17615.541796875,0.0,0.0,0.0,0.0,40.65666580200195,40.65666580200195,30.29111162821452,20.0,13.0,476.0,None,RunPQ,Auto,Auto,RunPQ,26.2,0.0,0.0,0.0,87.5,100.0,70.63975
2025-04-28 19:00:00,2025-04-28 19:54:00,25.181049823760986,28.76339365641276,28.13247807820638,26.96254253387451,60.01545352935791,0.014629700095004713,357.5108174641927,354.1009730021159,206.21564127604168,354.36580963134764,205.5820650736491,203.64375432332358,355.32586466471355,16810.477897135417,16799.351399739582,-251.91511297225952,1.0,1.0,1.0,1.0,600.0,600.0,0.0,-74636.28333333334,363.632981745402,600.0,600.0,363.632981745402,0.0,0.0,0.0,399.2881514231364,600.0,600.0,17484.208821614582,30.045188903808594,70636.28333333334,355306.1,356000.0,17047.178824869792,-125.15642890930175,-74636.28333333334,162006.09791666668,70636.28333333334,162006.08776041667,16940.192708333332,119.78233782450359,600.0,600.0,58.276984151204424,-312.1718551635742,1.0,68098.83763020833,17076.585205078125,-162.81817474365235,1.0,357.5109308878581,13.0,0.0,0.0,0.0,357.5023910522461,34.59536412556966,70635.88333333333,-74635.88333333333,104000.0,67000.0,-100000.0,-67000.0,0.0,-413.42500367959343,93907.11497395833,68098.98359375,114.43633944193522,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.356035677591958,-375.5127632141113,18363.8775390625,15450.767268880209,355.3225580851237,60.017144521077476,0.0,45.099998474121094,95.5999984741211,0.0,0.0,0.0,162006.08802083333,-10.020875628789266,-150.15195903778076,237.29013665517172,0.0,0.0,0.0,0.0,0.0,18334.30419921875,0.0,0.0,0.0,0.0,1573.7697794596354,0.0,16797.676790364585,0.0,0.0,0.0,0.0,40.65741596221924,40.65741596221924,30.291611512502033,20.0,13.0,476.0,None,RunPQ,Auto,Auto,RunPQ,26.2,0.0,0.0,0.0,87.5,100.0,70.63588333333333
2025-04-28 19:00:00,2025-04-28 19:55:00,23.36159880956014,26.91440594991048,26.28152697881063,25.94397404988607,60.01432806650798,0.012707149982452393,357.5454594930013,354.1371602376302,206.22467219034831,354.4615758260091,205.6259686787923,203.68709233601888,355.3797805786133,15678.338199869791,15674.134293619793,-186.56678619384766,1.0,1.0,1.0,1.0,600.0,600.0,0.0,-74626.81666666667,268.3245137532552,600.0,600.0,268.3245137532552,0.0,0.0,0.0,268.3245137532552,600.0,600.0,16244.6369140625,21.663048299153647,70626.81666666667,355329.7833333333,356000.0,15928.660546875,-91.00216013590494,-74626.81666666667,162007.18671875,70626.81666666667,162007.18671875,15718.50283203125,90.8562754313151,600.0,600.0,57.97702153523763,-312.79844258626304,1.0,68101.90169270833,15916.000618489583,-66.58172251383463,1.0,357.5453801472982,11.766666666666667,0.0,0.0,0.0,357.54467722574867,34.53922386169434,70626.53333333334,-74626.53333333334,104000.0,67000.0,-100000.0,-67000.0,0.0,-329.94666725794474,93905.25638020833,68101.9453125,114.43931134541829,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.859463016192116,-600.3807529767354,16954.422591145834,15162.849593098957,355.3788146972656,60.015637715657554,0.0,45.099998474121094,95.5999984741211,0.0,0.0,0.0,162007.24036458333,14.012568775812785,-114.83401590983073,206.30294443766277,0.0,0.0,0.0,0.0,0.0,16934.38984375,0.0,0.0,0.0,0.0,1288.7956756591798,0.0,15682.704296875,0.0,0.0,0.0,0.0,40.65783271789551,40.65783271789551,30.29188912709554,20.0,11.766666666666667,476.0,None,RunPQ,Auto,Auto,RunPQ,26.2,0.0,0.0,0.0,87.5,100.0,70.62653333333334
2025-04-28 19:00:00,2025-04-28 19:56:00,20.045406818389893,23.582845624287923,22.84800780614217,23.340934467315673,60.013885561625166,0.01639428335862855,357.6183848063151,354.2330312093099,206.23914082845053,354.6547322591146,205.7104024251302,203.7973747253418,355.50054931640625,13614.044026692709,13603.798079427082,-257.06153564453126,1.0,1.0,1.0,1.0,600.0,600.0,0.0,-74611.75,325.89943923950193,600.0,600.0,325.89943923950193,0.0,0.0,0.0,325.89943923950193,600.0,600.0,14049.404768880207,41.85601094563802,70611.6,355519.6666666667,356000.0,13853.247737630209,-238.1041239420573,-74611.75,162007.21380208334,70611.75,162007.21380208334,13586.999039713543,85.07279103597006,600.0,600.0,57.22185389200846,-317.47342071533205,1.0,68104.40846354167,13851.380680338541,-158.58071619669596,1.0,357.61949208577477,11.0,0.0,0.0,0.0,357.6137507120768,34.43847153981527,70611.58333333333,-74611.58333333333,104000.0,67000.0,-100000.0,-67000.0,0.0,-357.36999991734825,93902.705078125,68104.4765625,114.44180831909179,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-16.703752962748208,-238.99184137980143,14296.69423828125,12545.617545572917,355.50087381998696,60.01557413736979,0.0,45.099998474121094,95.5999984741211,0.0,0.0,0.0,162007.18098958334,-45.89000390370687,-165.8890105565389,236.32117500305176,0.0,0.0,0.0,0.0,0.0,14331.618343098959,0.0,0.0,0.0,0.0,728.2777881304423,0.0,13561.303092447917,0.0,0.0,0.0,0.0,40.66041660308838,40.66041660308838,30.29361120859782,20.0,11.0,476.0,None,RunPQ,Auto,Auto,RunPQ,26.2,0.0,0.0,0.0,87.5,100.0,70.61158333333333
2025-04-28 19:00:00,2025-04-28 19:57:00,19.68422654469808,23.143404038747153,22.48216854731242,22.530612595876057,60.01541595458984,0.01684778343575696,357.60586598714195,354.23943888346355,206.22975311279296,354.66221415201824,205.7210609436035,203.79679997762045,355.502507019043,13374.660123697917,13362.356608072916,-235.38621571858724,1.0,1.0,1.0,1.0,600.0,600.0,0.0,-74609.26666666666,467.734583791097,600.0,600.0,467.734583791097,0.0,0.0,0.0,467.48276290893557,600.0,600.0,13675.581201171875,39.91195068359375,70609.35,355675.9166666667,356000.0,13464.074300130209,-319.1532046000163,-74609.26666666666,162007.31354166666,70609.26666666666,162007.31354166666,13298.685660807292,117.10838572184245,600.0,600.0,56.12584679921468,-321.5606923421224,1.0,68107.71015625,13455.379915364583,-319.0148287455241,1.0,357.60497589111327,11.0,0.0,0.0,0.0,357.6047205607096,34.422233772277835,70610.33333333333,-74610.28333333334,104000.0,67000.0,-100000.0,-67000.0,0.0,-355.5033321380615,93899.40065104167,68107.7984375,114.44510790506999,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.457127380371094,-1138.7279796600342,14233.993766276042,12543.755712890625,355.5073918660482,60.01715590159098,0.0,45.099998474121094,95.5999984741211,0.0,0.0,0.0,162007.22838541667,-2.1786314646402993,-106.19143931070964,163.21480127970378,0.0,0.0,0.0,0.0,0.0,14242.928466796875,0.0,0.0,0.0,0.0,909.6052332560222,0.0,13296.624723307292,0.0,0.0,0.0,0.0,40.65999984741211,40.66008319854736,30.293388907114664,20.0,11.0,476.0,None,RunPQ,Auto,Auto,RunPQ,26.2,0.0,0.0,0.0,87.5,100.0,70.61033333333333
2025-04-28 19:00:00,2025-04-28 19:58:00,21.552479871114095,24.98390188217163,24.32273219426473,23.678322950998943,60.01535587310791,0.01712500025363018,357.5481211344401,354.19552256266275,206.2005704243978,354.596967569987,205.6744534810384,203.7762919108073,355.4460199991862,14513.943701171875,14516.793701171875,-251.36343536376953,1.0,1.0,1.0,1.0,600.0,600.0,0.0,-74616.03333333334,304.7997817993164,600.0,600.0,288.30522003173826,0.0,0.0,0.0,304.7997817993164,600.0,600.0,14968.702132161457,20.70111567179362,70615.83333333333,355595.9166666667,356000.0,14770.103792317708,-278.53268102010094,-74615.83333333333,162006.81171875,70615.83333333333,162006.81171875,14513.067317708334,64.39005076090494,600.0,600.0,56.229803466796874,-320.3991948445638,1.0,68109.679296875,14701.360172526041,-224.22654393513997,1.0,357.55419871012367,11.0,0.0,0.0,0.0,357.54869333902997,34.479091517130534,70616.05,-74616.05,104000.0,67000.0,-100000.0,-67000.0,0.0,-362.4116669456164,93897.053125,68109.70703125,114.44679845174154,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.1062058766682943,-722.9316106160481,15539.567936197916,13347.220572916667,355.440478515625,60.0162649790446,0.0,45.099998474121094,95.5999984741211,0.0,0.0,0.0,162006.75729166667,-6.440324276685715,-84.12896296183268,22.85594113667806,0.0,0.0,0.0,0.0,0.0,15536.965120442708,0.0,0.0,0.0,0.0,1021.464486694336,0.0,14518.443391927083,0.0,0.0,0.0,0.0,40.660583305358884,40.660583305358884,30.293722025553386,20.0,11.0,476.0,None,RunPQ,Auto,Auto,RunPQ,26.2,0.0,0.0,0.0,87.5,100.0,70.61605
2025-04-28 19:00:00,2025-04-28 19:59:00,22.1529221534729,25.577080980936685,24.979427782694497,23.877096525828044,60.01763731638591,0.027684466944386563,357.5550160725912,354.1548583984375,206.1981964111328,354.56367543538414,205.6773567199707,203.73695373535156,355.42451527913414,14895.131575520832,14874.029361979166,-446.14672037760414,1.0,1.0,1.0,1.0,600.0,600.0,0.0,-74617.61666666667,600.0617701212565,600.0,600.0,600.0617701212565,0.0,0.0,0.0,464.5086380004883,600.0,600.0,15323.63798828125,20.817432403564453,70617.68333333333,355543.1,356000.0,15111.664046223957,-412.13244183858234,-74617.61666666667,162006.47213541667,70617.58333333333,162006.47213541667,14838.348795572916,63.6226079305013,600.0,600.0,56.37849419911702,-321.73663330078125,1.0,68112.05559895834,15016.202783203125,-264.46087913513185,1.0,357.5642715454102,11.0,0.0,0.0,0.0,357.55799255371096,34.494912974039714,70617.85,-74617.85,104000.0,67000.0,-100000.0,-67000.0,0.0,-556.2400059829156,93894.31653645834,68112.0953125,114.44875933329264,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-247.06315468947093,-1621.7285664399465,15815.862320963543,13908.744205729166,355.4249003092448,60.018274243672685,0.0,45.099998474121094,95.5999984741211,0.0,0.0,0.0,162006.42005208333,-260.33592491149903,-384.05708910624185,144.56419410705567,0.0,0.0,0.0,0.0,0.0,15818.517724609375,0.0,0.0,0.0,0.0,976.6349741617838,0.0,14835.226904296875,0.0,0.0,0.0,0.0,40.66674989064534,40.66674989064534,30.297833315531413,20.0,11.0,476.0,None,RunPQ,Auto,Auto,RunPQ,26.2,0.0,0.0,0.0,87.5,100.0,70.61785
